ticket_id,customer_id,customer_name,email,issue_category,channel,resolution,response_time_hrs,timestamp
T08792,C1461,Casey Taylor,casey.taylor@example.com,Technical,Social Media,Escalated,14.86,21-12-2023 00:00
T08793,C1621,Jamie Johnson,jamie.johnson@example.com,Shipping,Chat,Unresolved,34.64,20-12-2023 00:00
T08794,C1106,Jamie Lee,jamie.lee@example.com,Product Inquiry,Phone,Unresolved,17.62,09-06-2023 00:00
T08795,C1591,Casey Brown,casey.brown@example.com,Product Inquiry,Social Media,Resolved,23.2,22-02-2023 00:00
T08796,C1955,Alex Taylor,alex.taylor@example.com,Account Access,Chat,Unresolved,20.66,07-04-2023 00:00
T08797,C1650,Riley Anderson,riley.anderson@example.com,Billing,Phone,Unresolved,32.48,27-11-2023 00:00
T08798,C1202,Jamie Smith,jamie.smith@example.com,Returns,Phone,Resolved,2.99,28-11-2023 00:00
T08799,C1282,Dakota Clark,dakota.clark@example.com,Technical,Email,Pending,17.11,20-06-2023 00:00
T08800,C1683,Alex Clark,alex.clark@example.com,Billing,Social Media,Resolved,71.72,18-08-2023 00:00
T08801,C1736,Alex Smith,alex.smith@example.com,Account Access,Chat,Escalated,42.29,29-09-2023 00:00
T08802,C1426,Taylor Anderson,taylor.anderson@example.com,Returns,Phone,Unresolved,13.49,02-01-2023 00:00
T08803,C1790,Chris Taylor,chris.taylor@example.com,Billing,Social Media,Resolved,66.88,30-08-2023 00:00
T08804,C1903,Casey Martin,casey.martin@example.com,Technical,Social Media,Pending,1.17,01-09-2023 00:00
T08805,C1629,Skyler Smith,skyler.smith@example.com,Account Access,Email,Resolved,33.97,24-05-2023 00:00
T08806,C1334,Dakota Martin,dakota.martin@example.com,Shipping,Phone,Resolved,34.31,17-01-2023 00:00
T08807,C1239,Skyler Garcia,skyler.garcia@example.com,Shipping,Email,Pending,26.07,26-07-2023 00:00
T08808,C1834,Skyler Martin,skyler.martin@example.com,Shipping,Chat,Pending,17.61,08-06-2023 00:00
T08809,C1779,Jamie Clark,jamie.clark@example.com,Account Access,Chat,Escalated,35.39,24-04-2023 00:00
T08810,C1318,Taylor Anderson,taylor.anderson@example.com,Returns,Phone,Pending,31.09,19-03-2023 00:00
T08811,C1964,Jamie Lee,jamie.lee@example.com,Technical,Phone,Pending,70.34,19-05-2023 00:00
T08812,C1508,Taylor Garcia,taylor.garcia@example.com,Shipping,Phone,Resolved,39.88,08-02-2023 00:00
T08813,C1122,Riley Martin,riley.martin@example.com,Shipping,Phone,Resolved,48.63,07-04-2023 00:00
T08814,C1623,Chris Lee,chris.lee@example.com,Shipping,Social Media,Pending,45.83,02-04-2023 00:00
T08815,C1257,Morgan Garcia,morgan.garcia@example.com,Returns,Email,Escalated,35.49,18-02-2023 00:00
T08816,C1069,Jordan Smith,jordan.smith@example.com,Technical,Chat,Pending,29.58,12-05-2023 00:00
T08817,C1724,Jamie Clark,jamie.clark@example.com,Billing,Email,Pending,49.73,16-12-2023 00:00
T08818,C1050,Riley White,riley.white@example.com,Billing,Chat,Pending,50.05,18-12-2023 00:00
T08819,C1698,Jamie White,jamie.white@example.com,Product Inquiry,Email,Escalated,71.24,09-03-2023 00:00
T08820,C1613,Chris Anderson,chris.anderson@example.com,Shipping,Email,Escalated,50.78,26-09-2023 00:00
T08821,C1626,Morgan Anderson,morgan.anderson@example.com,Billing,Chat,Unresolved,69.07,03-02-2023 00:00
T08822,C1788,Dakota Lee,dakota.lee@example.com,Billing,Chat,Unresolved,32.46,19-05-2023 00:00
T08823,C1278,Taylor Garcia,taylor.garcia@example.com,Technical,Chat,Pending,9.37,26-12-2023 00:00
T08824,C1178,Alex Garcia,alex.garcia@example.com,Billing,Chat,Resolved,57.71,29-10-2023 00:00
T08825,C1833,Alex Brown,alex.brown@example.com,Technical,Social Media,Pending,53.36,21-09-2023 00:00
T08826,C1396,Chris Smith,chris.smith@example.com,Technical,Chat,Unresolved,9.26,19-08-2023 00:00
T08827,C1853,Riley Brown,riley.brown@example.com,Returns,Social Media,Unresolved,35.83,21-12-2023 00:00
T08828,C1974,Riley Martin,riley.martin@example.com,Returns,Phone,Pending,54.06,10-03-2023 00:00
T08829,C1638,Taylor Lee,taylor.lee@example.com,Returns,Phone,Escalated,62.42,11-08-2023 00:00
T08830,C1196,Morgan Garcia,morgan.garcia@example.com,Technical,Chat,Resolved,5.36,21-01-2023 00:00
T08831,C1421,Morgan Smith,morgan.smith@example.com,Product Inquiry,Social Media,Pending,24.82,22-07-2023 00:00
T08832,C1590,Chris Martin,chris.martin@example.com,Returns,Phone,Unresolved,47.54,27-01-2023 00:00
T08833,C1476,Morgan White,morgan.white@example.com,Product Inquiry,Chat,Pending,40.07,18-07-2023 00:00
T08834,C1833,Alex White,alex.white@example.com,Technical,Phone,Unresolved,65.48,27-02-2023 00:00
T08835,C1871,Jordan Anderson,jordan.anderson@example.com,Account Access,Email,Resolved,30.79,11-04-2023 00:00
T08836,C1788,Chris Johnson,chris.johnson@example.com,Billing,Social Media,Escalated,16.26,27-08-2023 00:00
T08837,C1425,Skyler Lee,skyler.lee@example.com,Account Access,Email,Escalated,34.59,30-11-2023 00:00
T08838,C1926,Riley Garcia,riley.garcia@example.com,Technical,Chat,Resolved,22.23,10-01-2023 00:00
T08839,C1389,Riley White,riley.white@example.com,Billing,Social Media,Pending,56.82,22-07-2023 00:00
T08840,C1961,Skyler Taylor,skyler.taylor@example.com,Account Access,Chat,Unresolved,44.52,19-12-2023 00:00
T08841,C1375,Jamie Brown,jamie.brown@example.com,Billing,Chat,Escalated,6.48,21-01-2023 00:00
T08842,C1620,Jamie Lee,jamie.lee@example.com,Shipping,Social Media,Pending,54.98,15-05-2023 00:00
T08843,C1078,Alex Brown,alex.brown@example.com,Billing,Email,Unresolved,35.76,23-01-2023 00:00
T08844,C1338,Jamie Johnson,jamie.johnson@example.com,Account Access,Email,Unresolved,58.89,17-05-2023 00:00
T08845,C1379,Dakota Garcia,dakota.garcia@example.com,Account Access,Chat,Unresolved,10.6,02-04-2023 00:00
T08846,C1283,Dakota Garcia,dakota.garcia@example.com,Technical,Social Media,Resolved,69.24,29-10-2023 00:00
T08847,C1555,Morgan Anderson,morgan.anderson@example.com,Shipping,Chat,Resolved,54.55,19-03-2023 00:00
T08848,C1060,Alex Clark,alex.clark@example.com,Technical,Social Media,Resolved,13.79,14-10-2023 00:00
T08849,C1950,Chris Martin,chris.martin@example.com,Technical,Phone,Resolved,63.05,19-04-2023 00:00
T08850,C1187,Jordan Brown,jordan.brown@example.com,Technical,Email,Unresolved,66.87,30-06-2023 00:00
T08851,C1226,Casey Brown,casey.brown@example.com,Technical,Email,Unresolved,17.82,24-04-2023 00:00
T08852,C1593,Alex Smith,alex.smith@example.com,Returns,Phone,Pending,3.94,13-05-2023 00:00
T08853,C1985,Casey Anderson,casey.anderson@example.com,Returns,Phone,Resolved,52.57,24-11-2023 00:00
T08854,C1983,Jamie Johnson,jamie.johnson@example.com,Technical,Social Media,Pending,7.31,10-11-2023 00:00
T08855,C1874,Morgan Lee,morgan.lee@example.com,Shipping,Phone,Unresolved,6.79,08-12-2023 00:00
T08856,C1462,Jordan Smith,jordan.smith@example.com,Technical,Email,Pending,52.8,02-04-2023 00:00
T08857,C1492,Jamie Smith,jamie.smith@example.com,Technical,Email,Resolved,54.47,19-07-2023 00:00
T08858,C1854,Chris Smith,chris.smith@example.com,Product Inquiry,Email,Pending,63.78,14-05-2023 00:00
T08859,C1123,Morgan Lee,morgan.lee@example.com,Technical,Phone,Resolved,48.72,21-06-2023 00:00
T08860,C1550,Casey Clark,casey.clark@example.com,Technical,Email,Resolved,3.84,10-06-2023 00:00
T08861,C1462,Jamie Martin,jamie.martin@example.com,Billing,Social Media,Resolved,12.54,30-05-2023 00:00
T08862,C1803,Casey Anderson,casey.anderson@example.com,Billing,Email,Escalated,70.68,21-08-2023 00:00
T08863,C1750,Morgan Martin,morgan.martin@example.com,Technical,Social Media,Unresolved,43.24,15-06-2023 00:00
T08864,C1365,Taylor Taylor,taylor.taylor@example.com,Billing,Chat,Escalated,22.2,15-12-2023 00:00
T08865,C1483,Alex Anderson,alex.anderson@example.com,Product Inquiry,Social Media,Pending,41.7,16-08-2023 00:00
T08866,C1479,Jordan White,jordan.white@example.com,Account Access,Social Media,Resolved,17.15,28-08-2023 00:00
T08867,C1469,Casey Lee,casey.lee@example.com,Billing,Email,Escalated,36.47,10-10-2023 00:00
T08868,C1039,Dakota Lee,dakota.lee@example.com,Returns,Social Media,Pending,12.24,09-03-2023 00:00
T08869,C1415,Morgan Johnson,morgan.johnson@example.com,Product Inquiry,Email,Unresolved,17.88,19-02-2023 00:00
T08870,C1074,Skyler Martin,skyler.martin@example.com,Shipping,Chat,Resolved,4.19,21-02-2023 00:00
T08871,C1100,Alex Anderson,alex.anderson@example.com,Product Inquiry,Email,Pending,37.1,17-05-2023 00:00
T08872,C1109,Casey White,casey.white@example.com,Returns,Social Media,Resolved,18.24,17-04-2023 00:00
T08873,C1829,Chris Smith,chris.smith@example.com,Product Inquiry,Phone,Pending,24.43,28-11-2023 00:00
T08874,C1920,Skyler Anderson,skyler.anderson@example.com,Technical,Email,Escalated,24.32,10-06-2023 00:00
T08875,C1484,Riley White,riley.white@example.com,Returns,Phone,Unresolved,47.18,13-06-2023 00:00
T08876,C1841,Taylor White,taylor.white@example.com,Billing,Phone,Pending,64.84,02-04-2023 00:00
T08877,C1393,Riley Brown,riley.brown@example.com,Account Access,Phone,Unresolved,21.8,05-09-2023 00:00
T08878,C1990,Jordan Anderson,jordan.anderson@example.com,Product Inquiry,Chat,Escalated,68.84,29-05-2023 00:00
T08879,C1622,Alex Smith,alex.smith@example.com,Account Access,Social Media,Pending,24.73,28-03-2023 00:00
T08880,C1195,Chris Brown,chris.brown@example.com,Returns,Social Media,Unresolved,44.91,04-08-2023 00:00
T08881,C1499,Alex Taylor,alex.taylor@example.com,Technical,Chat,Resolved,45.95,20-01-2023 00:00
T08882,C1054,Jamie Lee,jamie.lee@example.com,Technical,Social Media,Pending,7.6,10-11-2023 00:00
T08883,C1566,Taylor Garcia,taylor.garcia@example.com,Product Inquiry,Email,Escalated,11.3,22-04-2023 00:00
T08884,C1689,Alex Brown,alex.brown@example.com,Shipping,Chat,Resolved,52.59,22-02-2023 00:00
T08885,C1409,Taylor White,taylor.white@example.com,Account Access,Social Media,Resolved,55.33,17-04-2023 00:00
T08886,C1596,Skyler Garcia,skyler.garcia@example.com,Account Access,Chat,Pending,60.45,24-09-2023 00:00
T08887,C1455,Riley Lee,riley.lee@example.com,Technical,Phone,Escalated,42.69,06-10-2023 00:00
T08888,C1809,Taylor Brown,taylor.brown@example.com,Product Inquiry,Social Media,Escalated,44.47,05-08-2023 00:00
T08889,C1464,Taylor Taylor,taylor.taylor@example.com,Account Access,Social Media,Resolved,1.68,06-10-2023 00:00
T08890,C1469,Morgan White,morgan.white@example.com,Returns,Chat,Resolved,49.57,26-08-2023 00:00
T08891,C1229,Jordan Smith,jordan.smith@example.com,Technical,Phone,Pending,29.04,19-05-2023 00:00
T08892,C1012,Skyler Anderson,skyler.anderson@example.com,Account Access,Email,Pending,68.59,05-01-2023 00:00
T08893,C1868,Taylor Johnson,taylor.johnson@example.com,Billing,Social Media,Unresolved,16.46,10-06-2023 00:00
T08894,C1771,Dakota Smith,dakota.smith@example.com,Returns,Phone,Unresolved,44.67,11-02-2023 00:00
T08895,C1356,Skyler Martin,skyler.martin@example.com,Billing,Social Media,Unresolved,18.75,18-05-2023 00:00
T08896,C1356,Casey Taylor,casey.taylor@example.com,Billing,Email,Pending,48.3,12-11-2023 00:00
T08897,C1839,Chris Johnson,chris.johnson@example.com,Product Inquiry,Social Media,Unresolved,14.24,01-09-2023 00:00
T08898,C1650,Jamie Lee,jamie.lee@example.com,Product Inquiry,Chat,Escalated,68.2,27-12-2023 00:00
T08899,C1726,Skyler Lee,skyler.lee@example.com,Account Access,Social Media,Resolved,6.67,20-04-2023 00:00
T08900,C1849,Skyler Lee,skyler.lee@example.com,Shipping,Email,Pending,32.58,22-02-2023 00:00
T08901,C1214,Casey Martin,casey.martin@example.com,Product Inquiry,Social Media,Resolved,32.23,10-12-2023 00:00
T08902,C1362,Dakota Anderson,dakota.anderson@example.com,Returns,Phone,Escalated,7.4,05-11-2023 00:00
T08903,C1651,Casey White,casey.white@example.com,Product Inquiry,Chat,Pending,22.9,15-06-2023 00:00
T08904,C1644,Alex Smith,alex.smith@example.com,Account Access,Social Media,Escalated,4.39,08-05-2023 00:00
T08905,C1181,Skyler Lee,skyler.lee@example.com,Billing,Social Media,Pending,44.37,06-06-2023 00:00
T08906,C1730,Chris Martin,chris.martin@example.com,Billing,Email,Escalated,57.05,07-08-2023 00:00
T08907,C1834,Dakota Taylor,dakota.taylor@example.com,Billing,Email,Resolved,32.72,11-01-2023 00:00
T08908,C1197,Riley Garcia,riley.garcia@example.com,Returns,Social Media,Unresolved,2.41,26-07-2023 00:00
T08909,C1950,Skyler Clark,skyler.clark@example.com,Account Access,Email,Escalated,64.04,28-07-2023 00:00
T08910,C1401,Chris Martin,chris.martin@example.com,Billing,Social Media,Pending,26.09,07-05-2023 00:00
T08911,C1833,Taylor Smith,taylor.smith@example.com,Product Inquiry,Phone,Pending,13.46,19-10-2023 00:00
T08912,C1717,Dakota Smith,dakota.smith@example.com,Technical,Phone,Pending,35.63,17-11-2023 00:00
T08913,C1781,Jordan White,jordan.white@example.com,Account Access,Phone,Unresolved,58.16,12-10-2023 00:00
T08914,C1850,Riley Taylor,riley.taylor@example.com,Technical,Social Media,Unresolved,32.71,16-02-2023 00:00
T08915,C1151,Jordan Martin,jordan.martin@example.com,Shipping,Phone,Pending,53.85,27-06-2023 00:00
T08916,C1775,Jamie Lee,jamie.lee@example.com,Product Inquiry,Social Media,Unresolved,49.35,21-12-2023 00:00
T08917,C1952,Jamie Lee,jamie.lee@example.com,Billing,Email,Unresolved,60.46,12-01-2023 00:00
T08918,C1455,Skyler Lee,skyler.lee@example.com,Returns,Chat,Resolved,62.03,29-03-2023 00:00
T08919,C1997,Jordan Garcia,jordan.garcia@example.com,Returns,Chat,Escalated,56.75,07-05-2023 00:00
T08920,C1184,Skyler Smith,skyler.smith@example.com,Product Inquiry,Email,Resolved,66.48,10-05-2023 00:00
T08921,C1505,Taylor Smith,taylor.smith@example.com,Billing,Email,Pending,55.82,11-01-2023 00:00
T08922,C1030,Jamie Johnson,jamie.johnson@example.com,Product Inquiry,Social Media,Unresolved,45.19,15-04-2023 00:00
T08923,C1387,Morgan White,morgan.white@example.com,Technical,Social Media,Escalated,36.16,12-02-2023 00:00
T08924,C1521,Morgan Johnson,morgan.johnson@example.com,Product Inquiry,Social Media,Escalated,61.04,08-03-2023 00:00
T08925,C1288,Riley Johnson,riley.johnson@example.com,Account Access,Social Media,Resolved,39.5,18-07-2023 00:00
T08926,C1110,Taylor Garcia,taylor.garcia@example.com,Technical,Social Media,Unresolved,68.05,28-11-2023 00:00
T08927,C1031,Morgan Anderson,morgan.anderson@example.com,Returns,Phone,Resolved,63.37,12-11-2023 00:00
T08928,C1154,Taylor Smith,taylor.smith@example.com,Returns,Social Media,Escalated,27.67,17-08-2023 00:00
T08929,C1980,Alex Smith,alex.smith@example.com,Billing,Social Media,Resolved,71.28,27-05-2023 00:00
T08930,C1233,Jordan Brown,jordan.brown@example.com,Shipping,Social Media,Resolved,23.68,31-01-2023 00:00
T08931,C1481,Jordan Johnson,jordan.johnson@example.com,Technical,Social Media,Resolved,34.67,12-01-2023 00:00
T08932,C1311,Dakota Anderson,dakota.anderson@example.com,Returns,Phone,Escalated,63.99,06-11-2023 00:00
T08933,C1941,Morgan Martin,morgan.martin@example.com,Billing,Social Media,Unresolved,36.93,04-01-2023 00:00
T08934,C1765,Jamie Taylor,jamie.taylor@example.com,Shipping,Email,Escalated,17.66,14-04-2023 00:00
T08935,C1199,Riley Garcia,riley.garcia@example.com,Returns,Chat,Unresolved,53.47,10-05-2023 00:00
T08936,C1191,Jamie Clark,jamie.clark@example.com,Shipping,Chat,Escalated,25.62,16-11-2023 00:00
T08937,C1112,Jamie Garcia,jamie.garcia@example.com,Returns,Social Media,Pending,45.33,26-01-2023 00:00
T08938,C1404,Jordan White,jordan.white@example.com,Returns,Email,Pending,60.13,23-07-2023 00:00
T08939,C1597,Skyler Smith,skyler.smith@example.com,Shipping,Phone,Resolved,69.25,29-06-2023 00:00
T08940,C1764,Chris Brown,chris.brown@example.com,Account Access,Social Media,Pending,11.99,06-01-2023 00:00
T08941,C1107,Alex Anderson,alex.anderson@example.com,Product Inquiry,Phone,Escalated,55.97,30-05-2023 00:00
T08942,C1888,Taylor Anderson,taylor.anderson@example.com,Product Inquiry,Chat,Resolved,15.56,16-10-2023 00:00
T08943,C1221,Casey Lee,casey.lee@example.com,Shipping,Social Media,Pending,42.57,11-01-2023 00:00
T08944,C1454,Casey Lee,casey.lee@example.com,Returns,Chat,Escalated,11.12,02-11-2023 00:00
T08945,C1110,Casey Lee,casey.lee@example.com,Billing,Phone,Escalated,31.27,10-12-2023 00:00
T08946,C1798,Taylor Lee,taylor.lee@example.com,Shipping,Email,Resolved,70.4,11-11-2023 00:00
T08947,C1249,Riley White,riley.white@example.com,Shipping,Phone,Escalated,16.79,13-05-2023 00:00
T08948,C1395,Jamie Clark,jamie.clark@example.com,Returns,Social Media,Unresolved,1.52,09-07-2023 00:00
T08949,C1044,Casey Taylor,casey.taylor@example.com,Billing,Social Media,Unresolved,4.41,06-01-2023 00:00
T08950,C1837,Jamie Taylor,jamie.taylor@example.com,Returns,Phone,Unresolved,46.64,11-11-2023 00:00
T08951,C1031,Skyler Smith,skyler.smith@example.com,Technical,Chat,Unresolved,23.67,27-07-2023 00:00
T08952,C1220,Skyler Brown,skyler.brown@example.com,Returns,Email,Unresolved,10.81,28-06-2023 00:00
T08953,C1629,Casey Taylor,casey.taylor@example.com,Technical,Phone,Escalated,11.56,24-02-2023 00:00
T08954,C1672,Jordan Johnson,jordan.johnson@example.com,Billing,Phone,Escalated,26.37,22-08-2023 00:00
T08955,C1070,Skyler White,skyler.white@example.com,Account Access,Email,Resolved,28.39,28-10-2023 00:00
T08956,C1473,Dakota Garcia,dakota.garcia@example.com,Technical,Phone,Escalated,8.93,30-04-2023 00:00
T08957,C1673,Casey Brown,casey.brown@example.com,Technical,Email,Escalated,29.4,05-09-2023 00:00
T08958,C1516,Morgan Smith,morgan.smith@example.com,Product Inquiry,Email,Resolved,42.64,04-02-2023 00:00
T08959,C1649,Alex Lee,alex.lee@example.com,Returns,Chat,Escalated,3.87,11-02-2023 00:00
T08960,C1305,Morgan Taylor,morgan.taylor@example.com,Shipping,Phone,Escalated,49.05,13-10-2023 00:00
T08961,C1715,Morgan Smith,morgan.smith@example.com,Returns,Social Media,Pending,14.81,20-03-2023 00:00
T08962,C1429,Dakota White,dakota.white@example.com,Product Inquiry,Chat,Unresolved,22.21,21-01-2023 00:00
T08963,C1671,Taylor Martin,taylor.martin@example.com,Technical,Chat,Pending,32.43,04-11-2023 00:00
T08964,C1776,Alex Garcia,alex.garcia@example.com,Shipping,Email,Escalated,28.45,03-10-2023 00:00
T08965,C1070,Riley Johnson,riley.johnson@example.com,Returns,Chat,Escalated,53.1,09-04-2023 00:00
T08966,C1558,Jamie Lee,jamie.lee@example.com,Technical,Social Media,Escalated,21.44,08-10-2023 00:00
T08967,C1890,Jordan Johnson,jordan.johnson@example.com,Account Access,Social Media,Escalated,58.28,08-10-2023 00:00
T08968,C1990,Riley Anderson,riley.anderson@example.com,Returns,Chat,Escalated,8.6,15-06-2023 00:00
T08969,C1863,Taylor Taylor,taylor.taylor@example.com,Account Access,Chat,Unresolved,24.08,19-02-2023 00:00
T08970,C1458,Chris Taylor,chris.taylor@example.com,Returns,Phone,Escalated,56.53,27-08-2023 00:00
T08971,C1097,Dakota Garcia,dakota.garcia@example.com,Shipping,Social Media,Unresolved,10.46,20-11-2023 00:00
T08972,C1162,Casey Garcia,casey.garcia@example.com,Account Access,Chat,Unresolved,42.16,03-08-2023 00:00
T08973,C1461,Jordan Anderson,jordan.anderson@example.com,Account Access,Chat,Pending,65.96,18-05-2023 00:00
T08974,C1924,Chris Taylor,chris.taylor@example.com,Technical,Chat,Pending,47.96,13-06-2023 00:00
T08975,C1884,Chris White,chris.white@example.com,Product Inquiry,Chat,Pending,50.11,01-11-2023 00:00
T08976,C1541,Morgan Garcia,morgan.garcia@example.com,Returns,Chat,Escalated,12.72,05-11-2023 00:00
T08977,C1325,Morgan Lee,morgan.lee@example.com,Shipping,Phone,Pending,48.47,28-10-2023 00:00
T08978,C1959,Skyler Brown,skyler.brown@example.com,Returns,Chat,Resolved,17.9,20-05-2023 00:00
T08979,C1871,Taylor Clark,taylor.clark@example.com,Account Access,Email,Pending,7.09,26-05-2023 00:00
T08980,C1035,Casey Clark,casey.clark@example.com,Product Inquiry,Email,Escalated,37.2,29-05-2023 00:00
T08981,C1469,Jordan Anderson,jordan.anderson@example.com,Billing,Chat,Resolved,13.4,06-01-2023 00:00
T08982,C1350,Alex Anderson,alex.anderson@example.com,Shipping,Social Media,Resolved,49.54,02-12-2023 00:00
T08983,C1036,Casey Anderson,casey.anderson@example.com,Technical,Chat,Pending,71.82,30-11-2023 00:00
T08984,C1647,Jordan Clark,jordan.clark@example.com,Shipping,Email,Resolved,39.15,25-09-2023 00:00
T08985,C1773,Alex Smith,alex.smith@example.com,Shipping,Chat,Pending,24.3,01-06-2023 00:00
T08986,C1648,Jordan Johnson,jordan.johnson@example.com,Product Inquiry,Phone,Escalated,70.66,03-01-2023 00:00
T08987,C1913,Alex Garcia,alex.garcia@example.com,Product Inquiry,Chat,Pending,55.07,08-04-2023 00:00
T08988,C1914,Riley Garcia,riley.garcia@example.com,Returns,Social Media,Resolved,17.24,25-06-2023 00:00
T08989,C1929,Riley White,riley.white@example.com,Product Inquiry,Chat,Pending,43.47,06-09-2023 00:00
T08990,C1039,Jordan Smith,jordan.smith@example.com,Product Inquiry,Email,Escalated,48.47,23-10-2023 00:00
T08991,C1613,Chris White,chris.white@example.com,Technical,Social Media,Pending,12.27,30-01-2023 00:00
T08992,C1873,Jordan Lee,jordan.lee@example.com,Returns,Email,Unresolved,52.05,12-07-2023 00:00
T08993,C1820,Jordan Johnson,jordan.johnson@example.com,Shipping,Chat,Resolved,64.81,25-09-2023 00:00
T08994,C1874,Jamie Garcia,jamie.garcia@example.com,Returns,Social Media,Pending,64.74,06-11-2023 00:00
T08995,C1071,Morgan Clark,morgan.clark@example.com,Account Access,Chat,Resolved,12.44,25-04-2023 00:00
T08996,C1273,Skyler Anderson,skyler.anderson@example.com,Billing,Social Media,Escalated,36.12,31-07-2023 00:00
T08997,C1608,Riley Brown,riley.brown@example.com,Returns,Email,Resolved,2.33,06-09-2023 00:00
T08998,C1028,Jordan Anderson,jordan.anderson@example.com,Account Access,Social Media,Pending,18.8,02-12-2023 00:00
T08999,C1843,Jordan Smith,jordan.smith@example.com,Product Inquiry,Chat,Pending,59.56,18-10-2023 00:00
T09000,C1478,Chris Smith,chris.smith@example.com,Billing,Chat,Escalated,56.86,19-07-2023 00:00
T09001,C1029,Taylor Clark,taylor.clark@example.com,Billing,Phone,Resolved,46.49,21-09-2023 00:00
T09002,C1748,Jamie Anderson,jamie.anderson@example.com,Technical,Phone,Escalated,42.9,03-01-2023 00:00
T09003,C1753,Jordan Taylor,jordan.taylor@example.com,Technical,Phone,Escalated,53.36,22-06-2023 00:00
T09004,C1303,Casey Brown,casey.brown@example.com,Account Access,Chat,Escalated,17.59,23-09-2023 00:00
T09005,C1805,Jamie Lee,jamie.lee@example.com,Technical,Email,Escalated,3.56,18-05-2023 00:00
T09006,C1273,Casey Brown,casey.brown@example.com,Account Access,Social Media,Escalated,61.8,12-08-2023 00:00
T09007,C1158,Casey Taylor,casey.taylor@example.com,Account Access,Chat,Resolved,26.52,27-11-2023 00:00
T09008,C1262,Skyler Martin,skyler.martin@example.com,Returns,Email,Escalated,65.78,14-03-2023 00:00
T09009,C1620,Alex Garcia,alex.garcia@example.com,Technical,Social Media,Escalated,13.47,03-10-2023 00:00
T09010,C1725,Casey Clark,casey.clark@example.com,Returns,Email,Escalated,37.81,20-08-2023 00:00
T09011,C1528,Taylor Smith,taylor.smith@example.com,Product Inquiry,Chat,Resolved,8.74,13-11-2023 00:00
T09012,C1184,Taylor Brown,taylor.brown@example.com,Billing,Phone,Resolved,1.51,02-02-2023 00:00
T09013,C1181,Chris Johnson,chris.johnson@example.com,Account Access,Phone,Resolved,39.65,06-07-2023 00:00
T09014,C1502,Jordan Brown,jordan.brown@example.com,Returns,Email,Resolved,66.61,20-03-2023 00:00
T09015,C1352,Casey Clark,casey.clark@example.com,Returns,Phone,Unresolved,40.47,27-09-2023 00:00
T09016,C1827,Riley Smith,riley.smith@example.com,Account Access,Email,Unresolved,48.44,02-01-2023 00:00
T09017,C1952,Jordan Taylor,jordan.taylor@example.com,Product Inquiry,Chat,Escalated,7.34,13-02-2023 00:00
T09018,C1101,Casey Smith,casey.smith@example.com,Product Inquiry,Email,Unresolved,41.58,28-09-2023 00:00
T09019,C1763,Alex Johnson,alex.johnson@example.com,Account Access,Social Media,Pending,8.62,23-02-2023 00:00
T09020,C1389,Casey Clark,casey.clark@example.com,Technical,Chat,Resolved,3.43,07-10-2023 00:00
T09021,C1660,Alex Lee,alex.lee@example.com,Product Inquiry,Phone,Resolved,54.79,30-06-2023 00:00
T09022,C1315,Alex Martin,alex.martin@example.com,Account Access,Chat,Escalated,43.3,08-07-2023 00:00
T09023,C1890,Riley Clark,riley.clark@example.com,Technical,Phone,Escalated,3.38,14-10-2023 00:00
T09024,C1545,Morgan Anderson,morgan.anderson@example.com,Technical,Social Media,Resolved,30.35,30-06-2023 00:00
T09025,C1940,Riley Garcia,riley.garcia@example.com,Returns,Email,Unresolved,27.05,19-10-2023 00:00
T09026,C1677,Dakota Brown,dakota.brown@example.com,Technical,Phone,Unresolved,36.95,25-11-2023 00:00
T09027,C1861,Taylor White,taylor.white@example.com,Product Inquiry,Social Media,Pending,29.08,14-02-2023 00:00
T09028,C1066,Jordan Johnson,jordan.johnson@example.com,Billing,Social Media,Resolved,29.74,17-04-2023 00:00
T09029,C1378,Jordan Smith,jordan.smith@example.com,Product Inquiry,Email,Pending,60.82,28-11-2023 00:00
T09030,C1761,Jamie Martin,jamie.martin@example.com,Product Inquiry,Social Media,Escalated,48.84,22-11-2023 00:00
T09031,C1712,Taylor Brown,taylor.brown@example.com,Billing,Chat,Resolved,23.52,15-06-2023 00:00
T09032,C1083,Casey Taylor,casey.taylor@example.com,Technical,Email,Escalated,51.96,03-12-2023 00:00
T09033,C1362,Jordan Smith,jordan.smith@example.com,Account Access,Social Media,Escalated,12.23,16-06-2023 00:00
T09034,C1597,Casey Garcia,casey.garcia@example.com,Shipping,Email,Unresolved,25.63,05-10-2023 00:00
T09035,C1368,Skyler Smith,skyler.smith@example.com,Technical,Email,Pending,20.04,01-08-2023 00:00
T09036,C1934,Dakota Lee,dakota.lee@example.com,Product Inquiry,Phone,Resolved,62.01,27-01-2023 00:00
T09037,C1852,Jamie Smith,jamie.smith@example.com,Shipping,Email,Resolved,44.02,27-01-2023 00:00
T09038,C1012,Chris Garcia,chris.garcia@example.com,Product Inquiry,Phone,Unresolved,3.94,14-09-2023 00:00
T09039,C1729,Dakota Smith,dakota.smith@example.com,Shipping,Social Media,Escalated,17.81,01-08-2023 00:00
T09040,C1964,Jordan White,jordan.white@example.com,Technical,Chat,Pending,39.16,02-10-2023 00:00
T09041,C1004,Alex Anderson,alex.anderson@example.com,Technical,Chat,Escalated,52.48,05-02-2023 00:00
